sentiment,content
0,back park sunburnt cant wait totallywiredm night and gonna get smashed bein sober jst wnt b fun
1,barrymanilow eh barry lol tweet deck like prehistoric lol
0,hollie spelt ie y made cry bgt tonight gxx
1,watched yes man bahaha movie messed
1,http twitpic com ar post guitar hero as kicking
1,camp rock meltrev amp daddy yay
1,viviatthedisco good luck first day
0,apartment nothin do little hungry http myloc me fim
0,dad tv loud get creeped cuz im dodgy neighbourhood someone bush
1,chillin home day yippee wish youngives keep company
0,ready weekend sad office tomorrow morning
0,marvelvscapcom doesnt work already
0,finally sunny day i m sick go outside play
1,who going see reemer wednesdayy kirsty going a im well exited
1,ive chosen grease
1,heather awake
1,finally found perfect matte lcd cleaner i nix screen cleaner ftw
1,looking forward dinner family friend happy mother day mom there
0,sars really got down
1,day till county raly tak took
0,finally got money bad go bill
1,heading home now yay going buy much needed bottle wine drink dinner wallet mia wine tonight
0,really sorry becausei looking forward it thought itd fun u wanted hear it iowe u beer
0,worthless person one love love back way should
0,head hurt
1,p got ben button today completes best picture noms got now great year
1,mkeguy thank great weekend
0,sitting myself everyone took good seat
1,peacediva nice r ur plan day oh n happy mother day u happen b mother
0,absolutely gutted i m going badu tonight guy fun got home need head downtown now gd heat
1,say quot oh man quot jovani asks quot did call old man quot haha
0,xfiles disc work rippin
0,i m starving diet killing can t eat pm
1,celebrating mother s day apple pie
0,hammett wish could time xbox project tied
1,spootychild omfg downing tasty ate almost lo
1,today good little girl hollie bgt complete sympahty vote cute aidan davis l tweet x
1,esmeeworld good luck tonight fun
0,julierubes game found late
0,can t believe er
0,feel like drinking wine any
1,another hd lecturer gob smacked good presentation
0,rdegree man still seen movie too bad i m work
1,awesome fruit vegetable juice opening lam s noodle tradehub http tinyurl com rc
0,aww okayy we ll tell tomorrow
0,first car offically gone good bye turquoise topaz missed greatly
1,westendactress haha miine
0,concertjunkie quot i saaaaaaid quot haha kinda make sad though http bit ly ujua
1,snl justin timberlake
0,bondean sad thing wanted work year dream job crushed saw crappy wa still bitter
0,sara luna everything donï¿½t know explain simply itï¿½s patetic
1,justlikethem would lime them lemon deal sound fabulous me text back
1,happy mother day
1,ahhrjay useless tweet lol jk yay coming tmr long u gnna phils
0,oh well go hope seamless transfer blog however track running sometime eve
1,twtboxdj thanks mr dj
1,well bed cant wait party mother s day like hour
1,juniesgurl woohoo broom isnt standard there seatbelt mine whisper like swiffer
0,sweaty tired lap run gonna sun run next year matter what
1,saturday partytiiime
1,capemaybooks alright want overdue now lol funny nite nite
0,fuck kind bug house dont know
1,phped running successfuly via wine get em running
1,girlfromthemoon i yay moment today yay hope too
0,seattlewillow well work leah might something embry
0,i m ringorang today wrong answer row brain s working today
1,sugafactory omg haha half hour late work whoop hahaha h workin sat mornins
1,coxrocks ha lead singer gave high five got one guitar pic
1,sandsp thanks followfriday suggestion
0,round round garden amazing thing he s still talking me http tinyurl com dxas
1,pulled breakfast sausage mother day hopefully baby sleep
0,slambooutchea day
0,jephjacques three hated word quot see monday quot
1,andyclemmensen seen game website awesomness go msn
1,allo twitterville everyone morning hope everyone great weekend mine pretty good monday blah
0,love baby hurt me hurt me more want watch night ruxbury right now
1,gozinepetter love song liked movie
1,can t work twitter phone we re bed thinking funny stuff last night l good time
0,god piss always enter comp amp never win i sore loser
1,susiecheng need simple reminder thx
0,fudgecrumpet ok believe you but belly button lol
0,really missing daughter haiti wishing could go back
0,simplysinister suck seriously hope feel better soon need come next week
0,sick home bored want get better already enjoy college grad
1,smith amherst mini reunion last night fun miss old day
0,lilabiem awww meee haha gonna make saddd
1,need yummy breakfast shift
0,ultramegaman i ve never done friday digest today anomaly usually schedule friday leave time it
0,oohhmandy itsnikkitime haha shiiit austin o brien pardon bad call
1,friday yay bonus drive wale tonight athough miss kitten cuddle going ride
1,aparantly starwarsday enjoy quite know kent happy anywho
1,soo happy thank baby best day life
1,ninjen really enjoying drown tear
0,work work work get tired sudden paularos nicole told say hi aww enthusiastic hi paul
1,russellmoyer olawd go see it priceless soooo funny
0,realized spelled quot adorable quot wrong tweeted mindykaling must hate
1,i m pleased myself actually managed run whole km mother day classic without stopping
0,http wave google com lt google wish they d spend bit time adding bit chrome though
1,philosophy final today thank sportygirlie day now
1,ivoryvalentine seen quot the fifth element quot make quot super green quot lot funnier
0,mattpicasso iphone quot not opening downloaded apps quot thing forgot cord home
1,opalbonfante wonderful let know think light reading
1,happy star war day everyone celebrate family ok we re celebrating going round famo s
0,think i m gonna able go see jb d concert wrong time close
1,supprintdesign oh like let c
0,young love come end
1,aligomm wow cool that guess haha get another follower
0,p rainging
0,miserable feel like im gona cry sux
1,oohlalisa oh yes quite nice photoshop liep zojuist vast start painting rï¿½isï¿½ngs glove
0,angiebeyince damn dublin
1,timdifford ohhh beautiful place hols go steady mead
1,oliviapinupart big welcome twitterlandz grrl really wish could made bettie show glad hear success
0,can t sleep without nearby
0,notmywords yup unfortunately took today work slept day
0,aw lose guy ten day lt
0,poor imissbradandjen s mom told looked like hooker skirt short degree out
1,alliemunchkin youtube love hd video well maybe
1,good day you another lindy day today level a b free tester olympiou diamanti th floor thessaloniki
1,happy mother s day gonna awesome blessed day getting ready bed beautiful sunny sunday
1,jefftracey forward starting teaching new student hypnosis plenty laugh i m sure
1,fifth runner keg kirsten devonshire hannah darian fiona amp phillipa
1,mother drunk grrrreat okay mother week
0,mrdeniro wish someone would inspire sexy time right ugh thats gonna happen ugh
0,still eat still office get sick throat day leave air condition throat killing tour bus
0,shrunk favourite cardigan hubby said he d buy new one practically lived gone shall say word
0,calikiks asap but kid asleep car seat arianna take u need pay v bill
0,chicago pretty much sold tshirts
1,blooddrunk sick i m totally getting gh bad guy get play boston
1,good morning
0,dannywood btw still can t believe awesome newjabbakidz performance wa u mask i screamed pc
0,stupid shopping bag left red mark arm
1,jordanknight please wish wife evelyn happy mother s day tell hope wonderful day spoil today
0,found swing set sale block home super cheap want kid one answering phone listed
0,feeling great today
0,dans public transport decided everything north london that s utter crap southern train alright
1,amber benson woohoo well done started macarena ing
1,abiface thanks havin u overrr
1,roast yummy think mum impressed
1,nextread agree keep star trek make commercially viable c mon
0,capplegate still sad samantha who
0,got home hospital another clot leg
0,geminianeyes didnt research traffic beautiful system twitter approx msg second mine grab msg sec
0,miss baby
1,avenue a rocky kind little rockpools amp octopus amp shell amp stuff want beach perfect overcast day
0,nikkibenz hope so recorded pit wa game find didnt record lucky leaf woulda lost
1,jonbongato haha interesting haha
0,sleep im not thinking old friend want he s married now damn amp want scandalous
1,might start spanish any min now nope can t it xx
0,im still devastated manchester united losing ucl final
0,laurenbakarian miss
0,underpaid really need well
1,mikeyallstars like mind evening dear
1,emalyse david aaronovitch always worth making exception good morning way
0,juenese totally felt bad guy haha im good miss guy
0,cried
1,drjoesdiyhealth weekend going great yours
1,shakeitblueyes good
1,atbandre nice wedding ring shiny
1,flickr pic chester zoo danwtmoon posted photo quot welcome quot chester zoo jockey http tinyurl com cqqw
1,finally upgraded spotify premium exceeded threshold awesomeness time ago where s iphone app amp remote spotify
1,quite sure ace cake are gosh i m tired loved bride war fun night
0,mileycyrus never answer me
1,atxtraveler thanks try boarding
0,danielleg hahaha super late thank you
1,i m still up thank praying ahahaha i m watching britney record school today good day
1,dotmanish dude pestered army personnel mumbai airport let hold much request leave
0,marissa heyy finally got one oh good luck final today
0,summersunrays that s sad
